form_points_home_5,form_points_away_5,form_points_diff_5,form_points_home_3,form_points_away_3,form_points_diff_3,ls_3_home,ls_3_away,ls_5_home,ls_5_away,ws_3_home,ws_3_away,ws_5_home,ws_5_away,home_goals_scored_last_10_matches,home_goals_conceded_last_10_matches,away_goals_scored_last_10_matches,away_goals_conceded_last_10_matches,home_goals_scored_last_5_matches,home_goals_conceded_last_5_matches,away_goals_scored_last_5_matches,away_goals_conceded_last_5_matches,home_goals_scored_last_3_matches,home_goals_conceded_last_3_matches,away_goals_scored_last_3_matches,away_goals_conceded_last_3_matches,home_goals_scored_last_10_matches_1time,home_goals_conceded_last_10_matches_1time,away_goals_scored_last_10_matches_1time,away_goals_conceded_last_10_matches_1time,home_goals_scored_last_5_matches_1time,home_goals_conceded_last_5_matches_1time,away_goals_scored_last_5_matches_1time,away_goals_conceded_last_5_matches_1time,home_goals_scored_last_3_matches_1time,home_goals_conceded_last_3_matches_1time,away_goals_scored_last_3_matches_1time,away_goals_conceded_last_3_matches_1time,home_shots_made_last_10_matches,home_shots_allowed_last_10_matches,away_shots_made_last_10_matches,away_shots_allowed_last_10_matches,home_shots_made_last_5_matches,home_shots_allowed_last_5_matches,away_shots_made_last_5_matches,away_shots_allowed_last_5_matches,home_shots_made_last_3_matches,home_shots_allowed_last_3_matches,away_shots_made_last_3_matches,away_shots_allowed_last_3_matches,home_shots_target_made_last_10_matches,home_shots_target_allowed_last_10_matches,away_shots_target_made_last_10_matches,away_shots_target_allowed_last_10_matches,home_shots_target_made_last_5_matches,home_shots_target_allowed_last_5_matches,away_shots_target_made_last_5_matches,away_shots_target_allowed_last_5_matches,home_shots_target_made_last_3_matches,home_shots_target_allowed_last_3_matches,away_shots_target_made_last_3_matches,away_shots_target_allowed_last_3_matches,home_corners_made_last_10_matches,home_corners_allowed_last_10_matches,away_corners_made_last_10_matches,away_corners_allowed_last_10_matches,home_corners_made_last_5_matches,home_corners_allowed_last_5_matches,away_corners_made_last_5_matches,away_corners_allowed_last_5_matches,home_corners_made_last_3_matches,home_corners_allowed_last_3_matches,away_corners_made_last_3_matches,away_corners_allowed_last_3_matches,home_fouls_made_last_10_matches,home_fouls_allowed_last_10_matches,away_fouls_made_last_10_matches,away_fouls_allowed_last_10_matches,home_fouls_made_last_5_matches,home_fouls_allowed_last_5_matches,away_fouls_made_last_5_matches,away_fouls_allowed_last_5_matches,home_fouls_made_last_3_matches,home_fouls_allowed_last_3_matches,away_fouls_made_last_3_matches,away_fouls_allowed_last_3_matches,home_yellow_cards_last_10_matches,home_red_cards_last_10_matches,away_yellow_cards_last_10_matches,away_red_cards_last_10_matches,HomeTeam_Arsenal,HomeTeam_Aston Villa,HomeTeam_Birmingham,HomeTeam_Blackburn,HomeTeam_Blackpool,HomeTeam_Bolton,HomeTeam_Bournemouth,HomeTeam_Bradford,HomeTeam_Brighton,HomeTeam_Burnley,HomeTeam_Cardiff,HomeTeam_Charlton,HomeTeam_Chelsea,HomeTeam_Coventry,HomeTeam_Crystal Palace,HomeTeam_Derby,HomeTeam_Everton,HomeTeam_Fulham,HomeTeam_Huddersfield,HomeTeam_Hull,HomeTeam_Ipswich,HomeTeam_Leeds,HomeTeam_Leicester,HomeTeam_Liverpool,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Middlesboro,HomeTeam_Middlesbrough,HomeTeam_Newcastle,HomeTeam_Norwich,HomeTeam_Portsmouth,HomeTeam_QPR,HomeTeam_Reading,HomeTeam_Sheffield United,HomeTeam_Southampton,HomeTeam_Stoke,HomeTeam_Sunderland,HomeTeam_Swansea,HomeTeam_Tottenham,HomeTeam_Watford,HomeTeam_West Brom,HomeTeam_West Ham,HomeTeam_Wigan,HomeTeam_Wolves,AwayTeam_Arsenal,AwayTeam_Aston Villa,AwayTeam_Birmingham,AwayTeam_Blackburn,AwayTeam_Blackpool,AwayTeam_Bolton,AwayTeam_Bournemouth,AwayTeam_Bradford,AwayTeam_Brighton,AwayTeam_Burnley,AwayTeam_Cardiff,AwayTeam_Charlton,AwayTeam_Chelsea,AwayTeam_Coventry,AwayTeam_Crystal Palace,AwayTeam_Derby,AwayTeam_Everton,AwayTeam_Fulham,AwayTeam_Huddersfield,AwayTeam_Hull,AwayTeam_Ipswich,AwayTeam_Leeds,AwayTeam_Leicester,AwayTeam_Liverpool,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Middlesboro,AwayTeam_Middlesbrough,AwayTeam_Newcastle,AwayTeam_Norwich,AwayTeam_Portsmouth,AwayTeam_QPR,AwayTeam_Reading,AwayTeam_Sheffield United,AwayTeam_Southampton,AwayTeam_Stoke,AwayTeam_Sunderland,AwayTeam_Swansea,AwayTeam_Tottenham,AwayTeam_Watford,AwayTeam_West Brom,AwayTeam_West Ham,AwayTeam_Wigan,AwayTeam_Wolves,Referee_A D'Urso,Referee_A Madley,Referee_A Marriner,Referee_A Taylor,Referee_A Wiley,Referee_A. G. Wiley,Referee_A. G. Wiley ,Referee_A. P. D'Urso,Referee_A. P. D'Urso ,Referee_A.G. Wiley,Referee_Alan Wiley,Referee_Andy D'Urso,Referee_Andy D'Urso ,Referee_Andy Hall,Referee_B Knight,Referee_B. Knight,Referee_B. Knight ,"Referee_Barber, G. P.",Referee_Barry Knight,"Referee_Barry, N. S.","Referee_Bennett, S. G.",Referee_C Foy,Referee_C Kavanagh,Referee_C Pawson,Referee_C Wilkes,Referee_C. J. Foy,Referee_C. R. Wilkes,Referee_C. R. Wilkes ,Referee_Clive Wilkes,Referee_D Coote,Referee_D Elleray,Referee_D England,Referee_D Gallagh,Referee_D Gallaghe,Referee_D Gallagher,Referee_D Pugh,"Referee_D'Urso, A. P.",Referee_D. J. Gallagher,Referee_D. Pugh,Referee_D. R. Elleray,Referee_D. R. Elleray ,Referee_David Ellaray,"Referee_Dean, M. L",Referee_Dermot Gallagher,"Referee_Dowd, P.","Referee_Dunn, S. W.","Referee_Durkin, P.","Referee_Durkin, P. A.",Referee_E Wolstenholme,Referee_E. K. Wolstenholme,Referee_E. K. Wolstenholme ,"Referee_Elleray, D. R.",Referee_F Taylor,"Referee_Foy, C. J.",Referee_G Barber,Referee_G Poll,Referee_G Scott,Referee_G. P. Barber,Referee_G. P. Barber ,Referee_G. Poll,Referee_G. Poll ,"Referee_Gallagher, D. J.",Referee_Graham Barber,Referee_Graham Poll,Referee_H Webb,"Referee_Halsey, M. R.",Referee_I Williamson,Referee_Ian Harris,Referee_J Moss,Referee_J Winter,Referee_J. T. Winter,Referee_J. T. Winter ,Referee_J.T. Winter,Referee_Jeff Winter,"Referee_Jones, P.",Referee_K Friend,Referee_K Stroud,"Referee_Knight, B.",Referee_L Mason,Referee_L Probert,Referee_M Atkinson,Referee_M Clattenburg,Referee_M Dean,Referee_M Halsey,Referee_M Jones,Referee_M Messias,Referee_M Oliver,Referee_M Riley,Referee_M. A. Riley,Referee_M. A. Riley ,Referee_M. D. Messias,Referee_M. L Dean,Referee_M. L. Dean,Referee_M. R. Halsey,Referee_Mark Halsey,Referee_Mark Halsey ,Referee_Matt Messias,"Referee_Messias, M. D.",Referee_Mike Dean,Referee_Mike Riley,Referee_Mn Atkinson,Referee_N Barry,Referee_N Swarbrick,Referee_N. S. Barry,Referee_Neale Barry,Referee_O Langford,Referee_P Bankes,Referee_P Crossley,Referee_P Dowd,Referee_P Durkin,Referee_P Tierney,Referee_P Walton,Referee_P. A. Durkin,Referee_P. A. Durkin ,Referee_P. Dowd,Referee_P. Jones,Referee_P. Jones ,Referee_P.A. Durkin,Referee_Paul Durkin,Referee_Paul Taylor,Referee_Peter Jones,"Referee_Poll, G.","Referee_Pugh, D.",Referee_R Beeby,Referee_R East,Referee_R Jones,Referee_R Madley,Referee_R Martin,Referee_R Styles,Referee_R. Styles,"Referee_Rennie, U. D.","Referee_Riley, M. A.",Referee_Rob Harris,Referee_Rob Styles,Referee_Roy Burton,Referee_S Attwell,Referee_S Bennett,Referee_S Dunn,Referee_S Hooper,Referee_S Scott,Referee_S Tanner,Referee_S. G. Bennett,Referee_S. W. Dunn,Referee_S. W. Dunn ,Referee_St Bennett,Referee_Steve Bennett,Referee_Steve Bennett ,Referee_Steve Dunn,Referee_Steve Lodge,"Referee_Styles, R","Referee_Styles, R.",Referee_T Robinson,Referee_U Rennie,Referee_U. D. Rennie,"Referee_Wiley, A. G.","Referee_Wilkes, C. R.","Referee_Winter, J. T.","Referee_Wolstenholme, E. K.","Referee_Yates, N",Referee_l Mason,Referee_ﾠA D'Urso,Referee_ﾠA Wiley,Referee_ﾠC Foy,Referee_ﾠD Gallagher,Referee_ﾠH Webb,Referee_ﾠM Atkinson,Referee_ﾠN Barry,Referee_ﾠS Dunn,Referee_ﾠU Rennie,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
10,3,7,4,2,2,0,0,0,0,0,0,0,0,2.7,1.1,0.8,1.2,2.0,1.0,0.4,0.8,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,0.9,0.2,0.2,0.6,0.8,0.2,0.0,0.2,0.6666666666666666,0.3333333333333333,0.0,0.0,14.3,7.2,10.4,12.0,14.2,7.6,10.4,13.6,14.666666666666666,7.666666666666667,7.0,12.0,4.0,4.0,5.3,5.8,9.6,3.6,5.0,6.6,10.0,3.6666666666666665,3.0,5.333333333333333,5.3,5.3,5.6,7.1,4.6,4.4,5.4,7.0,5.333333333333333,4.333333333333333,5.666666666666667,5.333333333333333,11.0,17.4,13.9,10.6,12.6,18.8,15.6,9.2,14.0,21.0,15.333333333333334,8.0,1.6,0.0,1.1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
